id_inscription,id_etudiant,annee_universitaire,type,date_inscription,filiere,niveau,annee
4252,1897,2020-2021,Réinscrit,2019-03-13,Génie Informatique,S3,2020-2021
4253,1898,2021-2022,Nouveau,2022-08-11,Génie Electrique,S5,2021-2022
4254,1898,2020-2021,Réinscrit,2023-07-13,Génie Electrique,S6,2020-2021
4255,1898,2024-2025,Réinscrit,2024-07-17,Génie Electrique,S2,2024-2025
4256,1898,2024-2025,Réinscrit,2022-10-28,Génie Electrique,S6,2024-2025
4257,1899,2021-2022,Nouveau,2019-10-10,Finance & Comptabilité,S4,2021-2022
4258,1900,2021-2022,Nouveau,2022-04-04,Droit des Affaires,S1,2021-2022
4259,1900,2021-2022,Réinscrit,2024-03-21,Droit des Affaires,S2,2021-2022
4260,1901,2020-2021,Nouveau,2022-12-11,Marketing,S2,2020-2021
4261,1902,2022-2023,Nouveau,2018-09-20,Génie Civil,S2,2022-2023
4262,1903,2021-2022,Nouveau,2023-01-15,Marketing,S2,2021-2022
4263,1903,2022-2023,Réinscrit,2023-03-05,Marketing,S1,2022-2023
4264,1903,2021-2022,Réinscrit,2020-04-03,Marketing,S5,2021-2022
4265,1904,2024-2025,Nouveau,2021-07-24,Marketing,S4,2024-2025
4266,1904,2024-2025,Réinscrit,2022-02-20,Marketing,S2,2024-2025
4267,1905,2023-2024,Nouveau,2018-10-12,Finance & Comptabilité,S4,2023-2024
4268,1905,2023-2024,Réinscrit,2022-11-23,Finance & Comptabilité,S3,2023-2024
4269,1905,2021-2022,Réinscrit,2024-02-21,Finance & Comptabilité,S3,2021-2022
4270,1906,2023-2024,Nouveau,2019-02-19,Génie Civil,S6,2023-2024
4271,1907,2021-2022,Nouveau,2021-03-02,Marketing,S1,2021-2022
4272,1907,2020-2021,Réinscrit,2019-12-17,Marketing,S2,2020-2021
4273,1907,2023-2024,Réinscrit,2019-05-31,Marketing,S2,2023-2024
4274,1907,2024-2025,Réinscrit,2022-05-03,Marketing,S2,2024-2025
4275,1908,2023-2024,Nouveau,2021-11-10,Génie Informatique,S5,2023-2024
4276,1908,2022-2023,Réinscrit,2021-11-10,Génie Informatique,S5,2022-2023
4277,1908,2022-2023,Réinscrit,2019-11-19,Génie Informatique,S1,2022-2023
4278,1909,2021-2022,Nouveau,2019-08-21,Génie Electrique,S5,2021-2022
4279,1909,2023-2024,Réinscrit,2020-12-01,Génie Electrique,S2,2023-2024
4280,1909,2024-2025,Réinscrit,2019-01-25,Génie Electrique,S4,2024-2025
4281,1909,2023-2024,Réinscrit,2019-11-22,Génie Electrique,S1,2023-2024
4282,1910,2020-2021,Nouveau,2023-01-07,Droit des Affaires,S2,2020-2021
4283,1910,2020-2021,Réinscrit,2019-06-04,Droit des Affaires,S2,2020-2021
4284,1911,2024-2025,Nouveau,2022-10-29,Génie Electrique,S4,2024-2025
4285,1911,2021-2022,Réinscrit,2023-08-16,Génie Electrique,S5,2021-2022
4286,1911,2020-2021,Réinscrit,2024-04-24,Génie Electrique,S2,2020-2021
4287,1911,2021-2022,Réinscrit,2022-03-26,Génie Electrique,S1,2021-2022
4288,1912,2021-2022,Nouveau,2022-06-30,Droit des Affaires,S3,2021-2022
4289,1913,2022-2023,Nouveau,2023-11-06,Génie Informatique,S2,2022-2023
4290,1913,2020-2021,Réinscrit,2023-01-20,Génie Informatique,S4,2020-2021
4291,1914,2022-2023,Nouveau,2024-05-02,Génie Electrique,S1,2022-2023
4292,1914,2021-2022,Réinscrit,2020-09-23,Génie Electrique,S6,2021-2022
4293,1915,2022-2023,Nouveau,2023-08-03,Finance & Comptabilité,S1,2022-2023
4294,1915,2023-2024,Réinscrit,2019-06-12,Finance & Comptabilité,S2,2023-2024
4295,1916,2024-2025,Nouveau,2020-06-21,Génie Informatique,S2,2024-2025
4296,1916,2024-2025,Réinscrit,2022-03-24,Génie Informatique,S1,2024-2025
4297,1916,2020-2021,Réinscrit,2019-05-25,Génie Informatique,S4,2020-2021
4298,1917,2024-2025,Nouveau,2020-07-27,Finance & Comptabilité,S6,2024-2025
4299,1918,2022-2023,Nouveau,2019-02-05,Génie Civil,S2,2022-2023
4300,1918,2020-2021,Réinscrit,2021-04-15,Génie Civil,S1,2020-2021
4301,1918,2023-2024,Réinscrit,2018-09-15,Génie Civil,S5,2023-2024
4302,1919,2023-2024,Nouveau,2020-01-04,Génie Electrique,S2,2023-2024
4303,1920,2024-2025,Nouveau,2019-06-30,Finance & Comptabilité,S1,2024-2025
4304,1921,2024-2025,Nouveau,2022-12-30,Génie Electrique,S3,2024-2025
4305,1921,2024-2025,Réinscrit,2023-01-02,Génie Electrique,S4,2024-2025
4306,1921,2021-2022,Réinscrit,2024-03-02,Génie Electrique,S5,2021-2022
4307,1921,2022-2023,Réinscrit,2022-07-15,Génie Electrique,S6,2022-2023
4308,1922,2023-2024,Nouveau,2020-05-20,Génie Civil,S4,2023-2024
4309,1922,2024-2025,Réinscrit,2022-09-15,Génie Civil,S2,2024-2025
4310,1922,2021-2022,Réinscrit,2021-11-18,Génie Civil,S6,2021-2022
4311,1922,2021-2022,Réinscrit,2023-01-09,Génie Civil,S3,2021-2022
4312,1923,2022-2023,Nouveau,2018-11-25,Marketing,S4,2022-2023
4313,1923,2022-2023,Réinscrit,2020-04-12,Marketing,S1,2022-2023
4314,1924,2023-2024,Nouveau,2024-09-26,Génie Electrique,S2,2023-2024
4315,1924,2023-2024,Réinscrit,2020-01-26,Génie Electrique,S6,2023-2024
4316,1924,2022-2023,Réinscrit,2020-12-31,Génie Electrique,S4,2022-2023
4317,1924,2023-2024,Réinscrit,2023-05-09,Génie Electrique,S4,2023-2024
4318,1925,2023-2024,Nouveau,2023-01-09,Génie Civil,S4,2023-2024
4319,1925,2022-2023,Réinscrit,2022-06-15,Génie Civil,S3,2022-2023
4320,1925,2023-2024,Réinscrit,2020-02-28,Génie Civil,S6,2023-2024
4321,1925,2024-2025,Réinscrit,2020-12-22,Génie Civil,S2,2024-2025
4322,1926,2021-2022,Nouveau,2020-11-06,Génie Informatique,S6,2021-2022
4323,1926,2024-2025,Réinscrit,2022-09-28,Génie Informatique,S4,2024-2025
4324,1927,2022-2023,Nouveau,2022-02-09,Génie Electrique,S2,2022-2023
4325,1927,2023-2024,Réinscrit,2020-04-01,Génie Electrique,S4,2023-2024
4326,1927,2020-2021,Réinscrit,2023-09-27,Génie Electrique,S3,2020-2021
4327,1927,2024-2025,Réinscrit,2023-04-16,Génie Electrique,S1,2024-2025
4328,1928,2021-2022,Nouveau,2022-06-15,Génie Informatique,S5,2021-2022
4329,1928,2021-2022,Réinscrit,2022-12-23,Génie Informatique,S5,2021-2022
4330,1929,2021-2022,Nouveau,2023-08-20,Génie Civil,S1,2021-2022
4331,1929,2021-2022,Réinscrit,2022-12-29,Génie Civil,S5,2021-2022
4332,1929,2021-2022,Réinscrit,2021-09-24,Génie Civil,S6,2021-2022
4333,1929,2024-2025,Réinscrit,2020-05-31,Génie Civil,S6,2024-2025
4334,1930,2024-2025,Nouveau,2020-11-19,Génie Informatique,S2,2024-2025
4335,1930,2023-2024,Réinscrit,2022-03-20,Génie Informatique,S4,2023-2024
4336,1930,2021-2022,Réinscrit,2020-02-17,Génie Informatique,S4,2021-2022
4337,1930,2022-2023,Réinscrit,2024-08-13,Génie Informatique,S6,2022-2023
4338,1931,2020-2021,Nouveau,2019-05-26,Finance & Comptabilité,S1,2020-2021
4339,1932,2020-2021,Nouveau,2019-04-05,Marketing,S3,2020-2021
4340,1933,2022-2023,Nouveau,2022-09-01,Génie Informatique,S2,2022-2023
4341,1934,2021-2022,Nouveau,2022-02-11,Finance & Comptabilité,S1,2021-2022
4342,1934,2022-2023,Réinscrit,2022-03-16,Finance & Comptabilité,S5,2022-2023
4343,1935,2023-2024,Nouveau,2022-06-18,Marketing,S6,2023-2024
4344,1935,2021-2022,Réinscrit,2021-11-30,Marketing,S3,2021-2022
4345,1935,2020-2021,Réinscrit,2020-06-16,Marketing,S2,2020-2021
4346,1935,2021-2022,Réinscrit,2023-04-28,Marketing,S1,2021-2022
4347,1936,2021-2022,Nouveau,2023-12-07,Génie Civil,S6,2021-2022
4348,1936,2022-2023,Réinscrit,2021-06-18,Génie Civil,S1,2022-2023
4349,1936,2021-2022,Réinscrit,2023-08-28,Génie Civil,S1,2021-2022
4350,1936,2020-2021,Réinscrit,2020-03-09,Génie Civil,S4,2020-2021
4351,1937,2023-2024,Nouveau,2024-01-06,Génie Civil,S2,2023-2024
4352,1937,2020-2021,Réinscrit,2022-09-24,Génie Civil,S4,2020-2021
4353,1937,2024-2025,Réinscrit,2020-09-14,Génie Civil,S4,2024-2025
4354,1937,2020-2021,Réinscrit,2024-03-07,Génie Civil,S6,2020-2021
4355,1938,2022-2023,Nouveau,2019-08-15,Génie Electrique,S3,2022-2023
4356,1938,2020-2021,Réinscrit,2020-08-26,Génie Electrique,S2,2020-2021
4357,1938,2024-2025,Réinscrit,2022-01-12,Génie Electrique,S6,2024-2025
4358,1939,2021-2022,Nouveau,2019-11-29,Finance & Comptabilité,S6,2021-2022
4359,1939,2021-2022,Réinscrit,2022-04-06,Finance & Comptabilité,S3,2021-2022
4360,1939,2020-2021,Réinscrit,2022-08-23,Finance & Comptabilité,S5,2020-2021
4361,1939,2023-2024,Réinscrit,2018-11-05,Finance & Comptabilité,S5,2023-2024
4362,1940,2021-2022,Nouveau,2022-10-05,Droit des Affaires,S3,2021-2022
4363,1940,2021-2022,Réinscrit,2024-06-03,Droit des Affaires,S3,2021-2022
4364,1940,2024-2025,Réinscrit,2018-12-06,Droit des Affaires,S4,2024-2025
4365,1940,2022-2023,Réinscrit,2020-07-15,Droit des Affaires,S1,2022-2023
4366,1941,2022-2023,Nouveau,2021-08-13,Marketing,S4,2022-2023
4367,1941,2023-2024,Réinscrit,2022-06-14,Marketing,S1,2023-2024
4368,1942,2023-2024,Nouveau,2019-07-26,Génie Electrique,S3,2023-2024
4369,1942,2024-2025,Réinscrit,2019-01-07,Génie Electrique,S2,2024-2025
4370,1942,2024-2025,Réinscrit,2018-10-14,Génie Electrique,S6,2024-2025
4371,1943,2022-2023,Nouveau,2022-12-08,Génie Electrique,S2,2022-2023
4372,1944,2023-2024,Nouveau,2023-01-08,Génie Civil,S1,2023-2024
4373,1944,2022-2023,Réinscrit,2022-11-15,Génie Civil,S3,2022-2023
4374,1944,2022-2023,Réinscrit,2024-05-31,Génie Civil,S4,2022-2023
4375,1944,2023-2024,Réinscrit,2022-07-03,Génie Civil,S2,2023-2024
4376,1945,2022-2023,Nouveau,2020-10-30,Génie Informatique,S4,2022-2023
4377,1945,2022-2023,Réinscrit,2021-08-28,Génie Informatique,S1,2022-2023
4378,1945,2023-2024,Réinscrit,2019-08-14,Génie Informatique,S6,2023-2024
4379,1946,2024-2025,Nouveau,2019-12-09,Marketing,S1,2024-2025
4380,1946,2021-2022,Réinscrit,2019-11-13,Marketing,S2,2021-2022
4381,1946,2020-2021,Réinscrit,2020-08-26,Marketing,S3,2020-2021
4382,1947,2021-2022,Nouveau,2021-04-28,Droit des Affaires,S1,2021-2022
4383,1948,2020-2021,Nouveau,2018-10-26,Génie Civil,S6,2020-2021
4384,1949,2024-2025,Nouveau,2019-06-16,Génie Civil,S2,2024-2025
4385,1949,2024-2025,Réinscrit,2023-11-01,Génie Civil,S6,2024-2025
4386,1949,2022-2023,Réinscrit,2019-11-08,Génie Civil,S5,2022-2023
4387,1950,2020-2021,Nouveau,2020-03-22,Droit des Affaires,S2,2020-2021
4388,1951,2021-2022,Nouveau,2019-09-11,Génie Informatique,S6,2021-2022
4389,1952,2020-2021,Nouveau,2023-07-10,Finance & Comptabilité,S6,2020-2021
4390,1953,2021-2022,Nouveau,2019-03-24,Finance & Comptabilité,S6,2021-2022
4391,1953,2020-2021,Réinscrit,2023-01-02,Finance & Comptabilité,S3,2020-2021
4392,1954,2023-2024,Nouveau,2020-11-17,Droit des Affaires,S6,2023-2024
4393,1954,2023-2024,Réinscrit,2020-10-02,Droit des Affaires,S4,2023-2024
4394,1955,2024-2025,Nouveau,2019-05-09,Marketing,S4,2024-2025
4395,1955,2021-2022,Réinscrit,2024-05-11,Marketing,S1,2021-2022
4396,1955,2020-2021,Réinscrit,2020-08-21,Marketing,S2,2020-2021
4397,1956,2021-2022,Nouveau,2024-09-29,Génie Informatique,S5,2021-2022
4398,1956,2021-2022,Réinscrit,2020-01-21,Génie Informatique,S6,2021-2022
4399,1956,2020-2021,Réinscrit,2020-10-10,Génie Informatique,S2,2020-2021
4400,1957,2021-2022,Nouveau,2020-06-27,Génie Informatique,S4,2021-2022
4401,1957,2024-2025,Réinscrit,2021-12-29,Génie Informatique,S5,2024-2025
4402,1957,2023-2024,Réinscrit,2024-05-07,Génie Informatique,S6,2023-2024
4403,1958,2021-2022,Nouveau,2023-06-14,Génie Electrique,S3,2021-2022
4404,1958,2022-2023,Réinscrit,2021-05-14,Génie Electrique,S5,2022-2023
4405,1958,2020-2021,Réinscrit,2021-06-27,Génie Electrique,S3,2020-2021
4406,1959,2020-2021,Nouveau,2019-05-11,Génie Informatique,S1,2020-2021
4407,1959,2023-2024,Réinscrit,2022-07-11,Génie Informatique,S6,2023-2024
4408,1960,2024-2025,Nouveau,2023-06-28,Droit des Affaires,S1,2024-2025
4409,1961,2020-2021,Nouveau,2019-08-28,Marketing,S3,2020-2021
4410,1961,2024-2025,Réinscrit,2022-09-20,Marketing,S6,2024-2025
4411,1961,2024-2025,Réinscrit,2019-05-28,Marketing,S5,2024-2025
4412,1961,2022-2023,Réinscrit,2022-03-30,Marketing,S4,2022-2023
4413,1962,2023-2024,Nouveau,2022-10-27,Génie Informatique,S4,2023-2024
4414,1962,2022-2023,Réinscrit,2024-02-25,Génie Informatique,S3,2022-2023
4415,1962,2024-2025,Réinscrit,2020-10-19,Génie Informatique,S2,2024-2025
4416,1963,2020-2021,Nouveau,2022-08-16,Génie Electrique,S4,2020-2021
4417,1963,2023-2024,Réinscrit,2023-11-04,Génie Electrique,S3,2023-2024
4418,1964,2023-2024,Nouveau,2023-11-16,Finance & Comptabilité,S4,2023-2024
4419,1964,2021-2022,Réinscrit,2020-04-04,Finance & Comptabilité,S6,2021-2022
4420,1964,2023-2024,Réinscrit,2023-05-16,Finance & Comptabilité,S1,2023-2024
4421,1964,2021-2022,Réinscrit,2022-03-21,Finance & Comptabilité,S4,2021-2022
4422,1965,2023-2024,Nouveau,2022-10-07,Génie Informatique,S1,2023-2024
4423,1965,2023-2024,Réinscrit,2020-08-08,Génie Informatique,S2,2023-2024
4424,1966,2021-2022,Nouveau,2019-09-24,Génie Informatique,S1,2021-2022
4425,1966,2023-2024,Réinscrit,2023-12-18,Génie Informatique,S2,2023-2024
4426,1967,2022-2023,Nouveau,2020-11-19,Marketing,S1,2022-2023
4427,1967,2023-2024,Réinscrit,2023-01-24,Marketing,S2,2023-2024
4428,1967,2022-2023,Réinscrit,2021-10-12,Marketing,S2,2022-2023
4429,1968,2023-2024,Nouveau,2024-04-06,Droit des Affaires,S4,2023-2024
4430,1968,2023-2024,Réinscrit,2020-06-16,Droit des Affaires,S4,2023-2024
4431,1969,2022-2023,Nouveau,2019-11-09,Droit des Affaires,S1,2022-2023
4432,1970,2023-2024,Nouveau,2021-11-29,Génie Electrique,S2,2023-2024
4433,1970,2021-2022,Réinscrit,2024-06-25,Génie Electrique,S4,2021-2022
4434,1970,2021-2022,Réinscrit,2023-05-03,Génie Electrique,S4,2021-2022
4435,1971,2022-2023,Nouveau,2020-06-11,Génie Informatique,S3,2022-2023
4436,1972,2024-2025,Nouveau,2023-06-24,Marketing,S5,2024-2025
4437,1972,2020-2021,Réinscrit,2020-02-13,Marketing,S5,2020-2021
4438,1972,2022-2023,Réinscrit,2022-06-29,Marketing,S6,2022-2023
4439,1973,2021-2022,Nouveau,2022-10-23,Génie Electrique,S5,2021-2022
4440,1973,2023-2024,Réinscrit,2019-05-17,Génie Electrique,S1,2023-2024
4441,1973,2023-2024,Réinscrit,2022-10-25,Génie Electrique,S4,2023-2024
4442,1974,2021-2022,Nouveau,2022-04-29,Droit des Affaires,S6,2021-2022
4443,1974,2021-2022,Réinscrit,2022-03-04,Droit des Affaires,S6,2021-2022
4444,1975,2022-2023,Nouveau,2022-06-27,Génie Civil,S5,2022-2023
4445,1975,2022-2023,Réinscrit,2020-11-05,Génie Civil,S2,2022-2023
4446,1975,2022-2023,Réinscrit,2021-03-26,Génie Civil,S6,2022-2023
4447,1975,2024-2025,Réinscrit,2021-04-28,Génie Civil,S2,2024-2025
4448,1976,2024-2025,Nouveau,2023-12-08,Génie Electrique,S1,2024-2025
4449,1976,2022-2023,Réinscrit,2024-05-24,Génie Electrique,S1,2022-2023
4450,1976,2023-2024,Réinscrit,2020-04-30,Génie Electrique,S5,2023-2024
4451,1976,2022-2023,Réinscrit,2019-07-31,Génie Electrique,S5,2022-2023
4452,1977,2023-2024,Nouveau,2021-08-25,Génie Civil,S1,2023-2024
4453,1977,2023-2024,Réinscrit,2023-01-13,Génie Civil,S2,2023-2024
4454,1977,2022-2023,Réinscrit,2020-04-09,Génie Civil,S3,2022-2023
4455,1977,2020-2021,Réinscrit,2023-12-24,Génie Civil,S2,2020-2021
4456,1978,2020-2021,Nouveau,2022-05-03,Génie Civil,S3,2020-2021
4457,1978,2024-2025,Réinscrit,2024-01-29,Génie Civil,S5,2024-2025
4458,1979,2022-2023,Nouveau,2022-04-03,Génie Electrique,S4,2022-2023
4459,1979,2022-2023,Réinscrit,2024-09-05,Génie Electrique,S2,2022-2023
4460,1980,2024-2025,Nouveau,2020-01-07,Génie Electrique,S3,2024-2025
4461,1980,2020-2021,Réinscrit,2020-11-07,Génie Electrique,S5,2020-2021
4462,1981,2021-2022,Nouveau,2022-11-19,Marketing,S4,2021-2022
4463,1981,2020-2021,Réinscrit,2022-01-04,Marketing,S3,2020-2021
4464,1981,2021-2022,Réinscrit,2020-04-13,Marketing,S3,2021-2022
4465,1982,2020-2021,Nouveau,2023-05-24,Génie Electrique,S1,2020-2021
4466,1983,2023-2024,Nouveau,2020-04-27,Finance & Comptabilité,S4,2023-2024
4467,1983,2023-2024,Réinscrit,2020-06-04,Finance & Comptabilité,S5,2023-2024
4468,1983,2023-2024,Réinscrit,2022-03-10,Finance & Comptabilité,S1,2023-2024
4469,1984,2023-2024,Nouveau,2021-10-05,Droit des Affaires,S2,2023-2024
4470,1984,2024-2025,Réinscrit,2023-10-01,Droit des Affaires,S3,2024-2025
4471,1984,2021-2022,Réinscrit,2020-02-09,Droit des Affaires,S3,2021-2022
4472,1985,2020-2021,Nouveau,2019-04-03,Génie Informatique,S3,2020-2021
4473,1986,2022-2023,Nouveau,2020-04-03,Génie Electrique,S3,2022-2023
4474,1986,2023-2024,Réinscrit,2018-12-14,Génie Electrique,S6,2023-2024
4475,1986,2023-2024,Réinscrit,2022-04-19,Génie Electrique,S4,2023-2024
4476,1986,2021-2022,Réinscrit,2022-04-30,Génie Electrique,S5,2021-2022
4477,1987,2022-2023,Nouveau,2022-04-20,Génie Civil,S5,2022-2023
4478,1988,2024-2025,Nouveau,2019-04-17,Génie Civil,S6,2024-2025
4479,1989,2023-2024,Nouveau,2019-05-20,Génie Electrique,S1,2023-2024
4480,1989,2021-2022,Réinscrit,2020-05-13,Génie Electrique,S1,2021-2022
4481,1990,2021-2022,Nouveau,2019-09-12,Génie Informatique,S3,2021-2022
4482,1990,2022-2023,Réinscrit,2022-06-17,Génie Informatique,S1,2022-2023
4483,1991,2022-2023,Nouveau,2019-06-12,Génie Informatique,S4,2022-2023
4484,1991,2023-2024,Réinscrit,2019-05-13,Génie Informatique,S5,2023-2024
4485,1991,2023-2024,Réinscrit,2023-02-08,Génie Informatique,S6,2023-2024
4486,1991,2021-2022,Réinscrit,2019-09-02,Génie Informatique,S2,2021-2022
4487,1992,2021-2022,Nouveau,2019-12-17,Marketing,S3,2021-2022
4488,1992,2021-2022,Réinscrit,2021-05-08,Marketing,S1,2021-2022
4489,1992,2024-2025,Réinscrit,2018-12-09,Marketing,S1,2024-2025
4490,1992,2021-2022,Réinscrit,2024-01-13,Marketing,S1,2021-2022
4491,1993,2021-2022,Nouveau,2021-04-10,Marketing,S2,2021-2022
4492,1994,2024-2025,Nouveau,2022-04-01,Marketing,S3,2024-2025
4493,1994,2023-2024,Réinscrit,2023-02-08,Marketing,S1,2023-2024
4494,1995,2023-2024,Nouveau,2018-12-06,Génie Informatique,S6,2023-2024
4495,1995,2023-2024,Réinscrit,2019-06-06,Génie Informatique,S1,2023-2024
4496,1995,2021-2022,Réinscrit,2019-01-26,Génie Informatique,S2,2021-2022
4497,1996,2024-2025,Nouveau,2024-03-06,Génie Civil,S1,2024-2025
4498,1996,2022-2023,Réinscrit,2019-07-28,Génie Civil,S5,2022-2023
4499,1997,2024-2025,Nouveau,2020-07-04,Marketing,S4,2024-2025
4500,1997,2021-2022,Réinscrit,2020-05-16,Marketing,S5,2021-2022
4501,1997,2020-2021,Réinscrit,2021-10-27,Marketing,S3,2020-2021
4502,1998,2024-2025,Nouveau,2023-01-08,Génie Electrique,S2,2024-2025
4503,1998,2021-2022,Réinscrit,2021-07-16,Génie Electrique,S3,2021-2022
4504,1998,2021-2022,Réinscrit,2022-05-02,Génie Electrique,S3,2021-2022
4505,1999,2020-2021,Nouveau,2021-11-12,Marketing,S4,2020-2021
4506,1999,2020-2021,Réinscrit,2023-08-30,Marketing,S5,2020-2021
4507,1999,2024-2025,Réinscrit,2023-03-20,Marketing,S2,2024-2025
4508,1999,2021-2022,Réinscrit,2019-12-06,Marketing,S1,2021-2022
4509,2000,2020-2021,Nouveau,2020-12-21,Génie Electrique,S2,2020-2021
4510,2000,2024-2025,Réinscrit,2022-01-06,Génie Electrique,S6,2024-2025
4511,2000,2021-2022,Réinscrit,2022-01-25,Génie Electrique,S3,2021-2022
4512,2000,2023-2024,Réinscrit,2019-04-11,Génie Electrique,S6,2023-2024
4513,2001,2024-2025,Nouveau,2021-06-30,Génie Electrique,S2,2024-2025
4514,2001,2024-2025,Réinscrit,2018-12-07,Génie Electrique,S3,2024-2025
4515,2002,2021-2022,Nouveau,2020-09-11,Génie Civil,S3,2021-2022
4516,2003,2023-2024,Nouveau,2023-01-09,Droit des Affaires,S6,2023-2024
4517,2003,2022-2023,Réinscrit,2023-10-20,Droit des Affaires,S4,2022-2023
4518,2004,2023-2024,Nouveau,2024-01-19,Génie Electrique,S5,2023-2024
4519,2004,2024-2025,Réinscrit,2021-11-12,Génie Electrique,S6,2024-2025
4520,2005,2020-2021,Nouveau,2019-11-14,Marketing,S1,2020-2021
4521,2005,2020-2021,Réinscrit,2019-03-24,Marketing,S1,2020-2021
4522,2006,2020-2021,Nouveau,2022-01-25,Génie Civil,S4,2020-2021
4523,2006,2023-2024,Réinscrit,2020-06-15,Génie Civil,S1,2023-2024
4524,2006,2020-2021,Réinscrit,2022-10-17,Génie Civil,S2,2020-2021
4525,2007,2023-2024,Nouveau,2022-11-06,Génie Civil,S1,2023-2024
4526,2007,2022-2023,Réinscrit,2023-05-08,Génie Civil,S6,2022-2023
4527,2008,2022-2023,Nouveau,2019-01-22,Génie Informatique,S1,2022-2023
4528,2009,2021-2022,Nouveau,2021-08-12,Génie Electrique,S4,2021-2022
4529,2009,2021-2022,Réinscrit,2020-01-06,Génie Electrique,S6,2021-2022
4530,2009,2020-2021,Réinscrit,2024-01-04,Génie Electrique,S2,2020-2021
4531,2010,2020-2021,Nouveau,2019-08-19,Marketing,S6,2020-2021
4532,2011,2023-2024,Nouveau,2021-09-23,Génie Electrique,S3,2023-2024
4533,2011,2020-2021,Réinscrit,2024-01-17,Génie Electrique,S1,2020-2021
4534,2012,2021-2022,Nouveau,2019-05-25,Marketing,S4,2021-2022
4535,2012,2023-2024,Réinscrit,2019-01-01,Marketing,S1,2023-2024
4536,2013,2023-2024,Nouveau,2023-11-21,Finance & Comptabilité,S4,2023-2024
4537,2013,2021-2022,Réinscrit,2018-10-25,Finance & Comptabilité,S5,2021-2022
4538,2013,2020-2021,Réinscrit,2019-05-17,Finance & Comptabilité,S3,2020-2021
4539,2013,2022-2023,Réinscrit,2024-01-15,Finance & Comptabilité,S2,2022-2023
4540,2014,2020-2021,Nouveau,2021-09-18,Génie Informatique,S2,2020-2021
4541,2014,2021-2022,Réinscrit,2023-09-09,Génie Informatique,S1,2021-2022
4542,2014,2020-2021,Réinscrit,2023-07-20,Génie Informatique,S5,2020-2021
4543,2015,2021-2022,Nouveau,2019-03-13,Génie Civil,S3,2021-2022
4544,2015,2022-2023,Réinscrit,2019-08-29,Génie Civil,S5,2022-2023
4545,2015,2022-2023,Réinscrit,2023-10-13,Génie Civil,S4,2022-2023
4546,2015,2024-2025,Réinscrit,2020-07-03,Génie Civil,S3,2024-2025
4547,2016,2024-2025,Nouveau,2024-09-23,Génie Informatique,S2,2024-2025
4548,2016,2022-2023,Réinscrit,2022-07-22,Génie Informatique,S4,2022-2023
4549,2016,2021-2022,Réinscrit,2023-03-04,Génie Informatique,S3,2021-2022
4550,2017,2022-2023,Nouveau,2021-12-11,Finance & Comptabilité,S2,2022-2023
4551,2017,2023-2024,Réinscrit,2024-09-30,Finance & Comptabilité,S4,2023-2024
4552,2017,2022-2023,Réinscrit,2023-07-05,Finance & Comptabilité,S1,2022-2023
4553,2017,2024-2025,Réinscrit,2021-07-04,Finance & Comptabilité,S2,2024-2025
4554,2018,2022-2023,Nouveau,2023-11-25,Droit des Affaires,S4,2022-2023
4555,2018,2024-2025,Réinscrit,2020-07-04,Droit des Affaires,S1,2024-2025
4556,2018,2022-2023,Réinscrit,2024-05-06,Droit des Affaires,S6,2022-2023
4557,2019,2024-2025,Nouveau,2022-07-01,Génie Informatique,S5,2024-2025
4558,2019,2021-2022,Réinscrit,2020-03-25,Génie Informatique,S2,2021-2022
4559,2020,2020-2021,Nouveau,2023-05-14,Génie Informatique,S1,2020-2021
4560,2020,2024-2025,Réinscrit,2019-02-19,Génie Informatique,S5,2024-2025
4561,2020,2020-2021,Réinscrit,2018-09-17,Génie Informatique,S3,2020-2021
4562,2020,2024-2025,Réinscrit,2020-07-06,Génie Informatique,S6,2024-2025
4563,2021,2022-2023,Nouveau,2024-02-25,Finance & Comptabilité,S1,2022-2023
4564,2021,2022-2023,Réinscrit,2022-11-08,Finance & Comptabilité,S5,2022-2023
4565,2022,2024-2025,Nouveau,2023-01-26,Génie Informatique,S2,2024-2025
4566,2022,2024-2025,Réinscrit,2022-08-09,Génie Informatique,S6,2024-2025
4567,2022,2023-2024,Réinscrit,2019-11-10,Génie Informatique,S2,2023-2024
4568,2022,2023-2024,Réinscrit,2020-05-30,Génie Informatique,S6,2023-2024
4569,2023,2020-2021,Nouveau,2024-04-28,Génie Informatique,S1,2020-2021
4570,2023,2023-2024,Réinscrit,2020-04-14,Génie Informatique,S1,2023-2024
4571,2024,2021-2022,Nouveau,2023-03-22,Finance & Comptabilité,S3,2021-2022
4572,2024,2021-2022,Réinscrit,2024-09-28,Finance & Comptabilité,S6,2021-2022
4573,2024,2020-2021,Réinscrit,2020-10-22,Finance & Comptabilité,S1,2020-2021
4574,2025,2020-2021,Nouveau,2021-12-25,Finance & Comptabilité,S1,2020-2021
4575,2026,2021-2022,Nouveau,2019-06-20,Génie Civil,S1,2021-2022
4576,2026,2022-2023,Réinscrit,2023-09-28,Génie Civil,S1,2022-2023
4577,2027,2022-2023,Nouveau,2023-03-09,Droit des Affaires,S1,2022-2023
4578,2027,2024-2025,Réinscrit,2022-01-12,Droit des Affaires,S3,2024-2025
4579,2027,2023-2024,Réinscrit,2022-11-14,Droit des Affaires,S2,2023-2024
4580,2027,2022-2023,Réinscrit,2023-06-22,Droit des Affaires,S5,2022-2023
