id_frais,id_etudiant,annee_universitaire,montant_du,montant_paye,date_paiement,statut,taux_recouvrement
14235,1152,2021-2022,15927,15927,2022-05-10,Payé,1.0
14236,1152,2023-2024,20132,20132,2024-04-21,Payé,1.0
14237,1720,2024-2025,19303,19303,2023-01-06,Payé,1.0
14238,1568,2023-2024,24982,24982,2024-02-13,Payé,1.0
14239,1568,2021-2022,17553,17553,2023-06-08,Payé,1.0
14240,1568,2020-2021,24409,0,2024-04-05,Impayé,0.0
14241,1702,2021-2022,17188,11453,2024-10-09,Partiel,0.6663369792878753
14242,1541,2024-2025,22046,0,2022-11-02,Impayé,0.0
14243,2125,2024-2025,17281,17281,2021-11-12,Payé,1.0
14244,2125,2020-2021,18037,18037,2023-01-09,Payé,1.0
14245,1100,2021-2022,21418,21418,2023-11-10,Payé,1.0
14246,1100,2022-2023,20671,20671,2023-07-15,Payé,1.0
14247,1404,2024-2025,23633,23633,2023-01-04,Payé,1.0
14248,1649,2022-2023,20566,16066,2024-09-08,Partiel,0.7811922590683653
14249,1739,2023-2024,24182,24182,2021-09-07,Payé,1.0
14250,1739,2021-2022,17808,17808,2024-01-26,Payé,1.0
14251,1469,2020-2021,23393,23393,2021-11-11,Payé,1.0
14252,1469,2024-2025,19348,19348,2022-01-12,Payé,1.0
14253,1088,2022-2023,15916,15916,2025-02-06,Payé,1.0
14254,1088,2020-2021,17027,17027,2022-07-02,Payé,1.0
14255,1088,2021-2022,20739,20739,2024-09-14,Payé,1.0
14256,1335,2022-2023,24975,19889,2022-04-20,Partiel,0.7963563563563564
14257,1335,2021-2022,17989,17989,2021-10-06,Payé,1.0
14258,1578,2020-2021,19796,19796,2023-09-14,Payé,1.0
14259,1578,2024-2025,23748,23748,2022-12-10,Payé,1.0
14260,1578,2022-2023,23145,23145,2023-05-10,Payé,1.0
14261,1921,2021-2022,15748,15748,2023-07-28,Payé,1.0
14262,1921,2023-2024,15656,15656,2022-08-07,Payé,1.0
14263,1921,2022-2023,22579,0,2023-11-02,Impayé,0.0
14264,1030,2024-2025,24639,24639,2022-02-10,Payé,1.0
14265,2100,2022-2023,15634,15634,2022-07-25,Payé,1.0
14266,2084,2021-2022,15807,15807,2023-01-05,Payé,1.0
14267,1864,2024-2025,19547,7953,2023-11-01,Partiel,0.4068655036578503
14268,2089,2021-2022,21499,21499,2024-07-02,Payé,1.0
14269,1125,2023-2024,17272,17272,2024-04-03,Payé,1.0
14270,1125,2022-2023,18675,14566,2023-05-01,Partiel,0.7799732262382865
14271,1125,2021-2022,21434,21434,2021-10-15,Payé,1.0
14272,1905,2024-2025,16379,16379,2024-05-08,Payé,1.0
14273,1905,2022-2023,16264,16264,2023-07-24,Payé,1.0
14274,1905,2021-2022,21090,21090,2023-03-13,Payé,1.0
14275,1926,2020-2021,18853,18853,2024-12-10,Payé,1.0
14276,1926,2021-2022,17989,17989,2022-02-11,Payé,1.0
14277,1926,2023-2024,16933,8376,2021-10-18,Partiel,0.4946554066024922
14278,1229,2024-2025,18193,18193,2022-07-17,Payé,1.0
14279,1229,2022-2023,22141,22141,2022-06-04,Payé,1.0
14280,1229,2023-2024,23228,12299,2025-02-25,Partiel,0.5294902703633546
14281,1358,2022-2023,20095,20095,2022-01-24,Payé,1.0
14282,1358,2021-2022,17593,17593,2022-12-26,Payé,1.0
14283,1358,2020-2021,22524,22524,2022-10-21,Payé,1.0
14284,1707,2022-2023,23810,23810,2024-08-17,Payé,1.0
14285,2161,2020-2021,17111,17111,2022-09-24,Payé,1.0
14286,2161,2021-2022,24277,0,2022-11-12,Impayé,0.0
14287,1967,2022-2023,19276,13934,2022-12-10,Partiel,0.7228678148993567
14288,1572,2020-2021,16238,16238,2023-01-13,Payé,1.0
14289,1590,2021-2022,21965,21965,2024-01-10,Payé,1.0
14290,1590,2024-2025,19694,19694,2025-02-22,Payé,1.0
14291,2045,2024-2025,16804,16804,2022-05-14,Payé,1.0
14292,1533,2022-2023,22261,22261,2022-08-27,Payé,1.0
14293,1425,2021-2022,15766,9564,2021-11-01,Partiel,0.6066218444754535
14294,1425,2020-2021,24446,24446,2024-09-29,Payé,1.0
14295,1425,2023-2024,17160,11881,2024-07-06,Partiel,0.6923659673659673
14296,1964,2024-2025,23851,23851,2022-10-29,Payé,1.0
14297,1964,2021-2022,15467,15467,2022-01-08,Payé,1.0
14298,1455,2024-2025,23054,14798,2025-01-26,Partiel,0.6418842717098985
14299,1182,2023-2024,15179,10675,2024-07-11,Partiel,0.7032742604914685
14300,1182,2020-2021,16533,16533,2024-10-29,Payé,1.0
14301,1182,2024-2025,19070,19070,2024-07-04,Payé,1.0
14302,2038,2020-2021,17362,17362,2023-06-13,Payé,1.0
14303,2038,2024-2025,24228,24228,2024-07-30,Payé,1.0
14304,2038,2021-2022,19217,19217,2024-09-15,Payé,1.0
14305,1215,2022-2023,20055,0,2024-10-24,Impayé,0.0
14306,1171,2022-2023,24787,24787,2024-08-10,Payé,1.0
14307,1205,2023-2024,20002,20002,2024-03-25,Payé,1.0
14308,1205,2024-2025,19079,19079,2024-06-10,Payé,1.0
14309,1554,2020-2021,17837,17837,2023-02-18,Payé,1.0
14310,1554,2021-2022,17734,17734,2022-10-14,Payé,1.0
14311,1554,2023-2024,21561,21561,2024-11-21,Payé,1.0
14312,1159,2023-2024,17733,17733,2024-12-09,Payé,1.0
14313,1159,2022-2023,16858,16858,2024-04-24,Payé,1.0
14314,1159,2024-2025,15293,15293,2022-06-25,Payé,1.0
14315,1999,2020-2021,17556,17556,2022-06-24,Payé,1.0
14316,1999,2023-2024,22961,22961,2022-07-11,Payé,1.0
14317,1999,2021-2022,24265,0,2023-02-22,Impayé,0.0
14318,1494,2024-2025,18012,18012,2023-11-02,Payé,1.0
14319,1494,2020-2021,20409,20409,2024-10-01,Payé,1.0
14320,1494,2023-2024,22755,22755,2022-10-30,Payé,1.0
14321,1063,2021-2022,18359,11917,2023-09-02,Partiel,0.6491094286181165
14322,1063,2020-2021,22646,22646,2023-10-09,Payé,1.0
14323,1924,2024-2025,17732,17732,2023-01-18,Payé,1.0
14324,1924,2020-2021,23349,23349,2024-09-08,Payé,1.0
14325,1583,2022-2023,18244,18244,2024-01-11,Payé,1.0
14326,1583,2024-2025,19547,19547,2022-09-21,Payé,1.0
14327,1623,2021-2022,17178,17178,2023-08-07,Payé,1.0
14328,1623,2023-2024,21824,21824,2021-12-29,Payé,1.0
14329,1623,2020-2021,20068,20068,2022-01-23,Payé,1.0
14330,2191,2023-2024,18594,18594,2024-12-28,Payé,1.0
14331,1970,2023-2024,24523,0,2023-04-20,Impayé,0.0
14332,1970,2020-2021,18059,18059,2024-01-17,Payé,1.0
14333,1626,2022-2023,24343,10308,2025-01-25,Partiel,0.4234482192005916
14334,1626,2024-2025,23009,23009,2023-08-19,Payé,1.0
14335,2032,2020-2021,19834,19834,2023-10-27,Payé,1.0
14336,2032,2024-2025,16164,16164,2023-02-08,Payé,1.0
14337,1902,2021-2022,16668,16668,2022-11-13,Payé,1.0
14338,2111,2022-2023,18770,18770,2023-08-20,Payé,1.0
14339,2111,2023-2024,20210,20210,2023-08-22,Payé,1.0
14340,2111,2020-2021,16736,0,2024-12-16,Impayé,0.0
14341,1830,2020-2021,17887,17887,2024-02-08,Payé,1.0
14342,1830,2022-2023,15186,0,2023-03-10,Impayé,0.0
14343,2133,2024-2025,21578,21578,2023-11-18,Payé,1.0
14344,2133,2022-2023,22199,0,2022-01-14,Impayé,0.0
14345,2133,2023-2024,20331,20331,2024-06-12,Payé,1.0
14346,1332,2022-2023,22480,22480,2024-02-21,Payé,1.0
14347,1332,2023-2024,19027,14860,2024-02-03,Partiel,0.7809954275503233
14348,1185,2021-2022,21981,8897,2021-11-14,Partiel,0.4047586552022201
14349,1185,2023-2024,24113,24113,2024-12-03,Payé,1.0
14350,1185,2022-2023,21586,21586,2022-12-24,Payé,1.0
14351,1269,2020-2021,18552,11991,2021-11-11,Partiel,0.6463454075032341
14352,1269,2021-2022,19652,19652,2023-03-18,Payé,1.0
14353,1269,2023-2024,19238,19238,2023-01-27,Payé,1.0
14354,1648,2021-2022,17974,17974,2021-09-14,Payé,1.0
14355,2190,2023-2024,18380,18380,2021-10-31,Payé,1.0
14356,2190,2020-2021,16102,12718,2022-10-14,Partiel,0.7898397714569618
14357,2190,2021-2022,17066,12393,2023-04-19,Partiel,0.7261807101839916
14358,2128,2020-2021,24817,14592,2022-06-02,Partiel,0.5879840431961961
14359,1869,2023-2024,24416,24416,2022-12-03,Payé,1.0
14360,1869,2022-2023,15966,15966,2024-07-04,Payé,1.0
14361,1869,2024-2025,18562,18562,2023-02-10,Payé,1.0
14362,2139,2021-2022,18912,18912,2022-05-13,Payé,1.0
14363,1124,2020-2021,22453,16566,2022-07-09,Partiel,0.7378078653186657
14364,1124,2024-2025,18811,18811,2022-08-13,Payé,1.0
14365,1124,2021-2022,17080,7404,2024-02-29,Partiel,0.4334894613583138
14366,1871,2024-2025,19737,19737,2024-09-27,Payé,1.0
14367,1871,2022-2023,17813,17813,2022-06-16,Payé,1.0
14368,1871,2021-2022,24663,24663,2023-10-02,Payé,1.0
14369,1260,2021-2022,22497,9788,2024-07-28,Partiel,0.4350802329199449
14370,1260,2020-2021,19195,19195,2024-07-12,Payé,1.0
14371,2122,2023-2024,16647,16647,2022-12-09,Payé,1.0
14372,1592,2022-2023,22805,22805,2024-09-22,Payé,1.0
14373,1592,2020-2021,15919,9967,2024-02-18,Partiel,0.6261071675356492
14374,1592,2023-2024,22229,22229,2022-04-10,Payé,1.0
14375,1542,2020-2021,15796,15796,2023-08-30,Payé,1.0
14376,1542,2021-2022,24544,0,2022-03-31,Impayé,0.0
14377,1542,2023-2024,22746,22746,2022-04-14,Payé,1.0
14378,2187,2022-2023,20383,14384,2024-04-14,Partiel,0.7056861109748319
14379,2187,2021-2022,19150,19150,2022-11-23,Payé,1.0
14380,2187,2024-2025,17701,17701,2025-01-03,Payé,1.0
14381,1628,2023-2024,18711,0,2022-04-02,Impayé,0.0
14382,1628,2021-2022,20320,20320,2024-08-18,Payé,1.0
14383,2182,2024-2025,18173,18173,2023-03-28,Payé,1.0
14384,2182,2021-2022,19725,0,2022-12-17,Impayé,0.0
14385,1275,2022-2023,19609,0,2023-05-31,Impayé,0.0
14386,1275,2024-2025,23340,23340,2024-03-04,Payé,1.0
14387,1374,2023-2024,17641,0,2024-03-21,Impayé,0.0
14388,1811,2021-2022,21505,21505,2025-01-11,Payé,1.0
14389,1811,2020-2021,20399,20399,2024-02-23,Payé,1.0
14390,1811,2022-2023,15741,0,2023-01-21,Impayé,0.0
14391,1419,2023-2024,19432,19432,2022-03-31,Payé,1.0
14392,1167,2021-2022,18546,18546,2022-07-25,Payé,1.0
14393,1167,2020-2021,23308,13415,2024-12-20,Partiel,0.5755534580401579
14394,1167,2024-2025,21834,12679,2021-10-12,Partiel,0.5806998259595126
14395,2081,2020-2021,23321,23321,2023-07-21,Payé,1.0
14396,2081,2022-2023,24173,24173,2024-09-11,Payé,1.0
14397,1825,2023-2024,18948,18948,2022-10-04,Payé,1.0
14398,1825,2020-2021,16508,16508,2023-09-24,Payé,1.0
14399,1825,2024-2025,20635,0,2021-11-06,Impayé,0.0
14400,1931,2021-2022,23898,13934,2023-06-19,Partiel,0.5830613440455268
14401,1931,2024-2025,22575,22575,2023-02-15,Payé,1.0
14402,1048,2024-2025,23429,12021,2022-01-17,Partiel,0.5130820777668701
14403,1048,2022-2023,23053,23053,2025-01-05,Payé,1.0
14404,1048,2020-2021,20768,13214,2024-07-31,Partiel,0.6362673343605547
14405,1992,2022-2023,22100,22100,2022-01-20,Payé,1.0
14406,1992,2023-2024,21789,21789,2023-12-11,Payé,1.0
14407,1992,2021-2022,22165,22165,2023-11-09,Payé,1.0
14408,1121,2023-2024,20662,20662,2022-09-19,Payé,1.0
14409,1121,2021-2022,19934,19934,2024-09-05,Payé,1.0
14410,1121,2022-2023,21732,21732,2022-10-04,Payé,1.0
14411,1338,2020-2021,20816,20816,2025-01-06,Payé,1.0
14412,1338,2023-2024,15415,15415,2024-11-05,Payé,1.0
14413,1265,2024-2025,23132,23132,2024-06-20,Payé,1.0
14414,1265,2021-2022,21589,21589,2024-11-24,Payé,1.0
14415,1531,2021-2022,15703,15703,2021-09-27,Payé,1.0
14416,1531,2024-2025,16081,11303,2023-12-07,Partiel,0.7028791741807101
14417,1531,2022-2023,23793,23793,2023-03-29,Payé,1.0
14418,1580,2024-2025,22432,22432,2022-02-15,Payé,1.0
14419,1091,2022-2023,24668,24668,2023-10-16,Payé,1.0
14420,1091,2021-2022,17608,17608,2023-11-19,Payé,1.0
14421,1091,2024-2025,19818,19818,2023-01-30,Payé,1.0
14422,1243,2023-2024,22274,22274,2022-08-31,Payé,1.0
14423,1243,2021-2022,16445,16445,2023-07-06,Payé,1.0
14424,1116,2022-2023,18051,18051,2023-10-23,Payé,1.0
14425,1250,2024-2025,20009,20009,2024-10-13,Payé,1.0
14426,1250,2022-2023,23425,0,2021-09-24,Impayé,0.0
14427,1963,2024-2025,17621,17621,2023-04-11,Payé,1.0
14428,1963,2022-2023,16810,16810,2021-10-29,Payé,1.0
14429,1764,2024-2025,24947,24947,2022-07-03,Payé,1.0
14430,1429,2022-2023,22980,22980,2022-11-27,Payé,1.0
14431,1137,2023-2024,23645,23645,2023-04-06,Payé,1.0
14432,1137,2020-2021,16925,16925,2024-06-27,Payé,1.0
14433,1137,2021-2022,21594,21594,2022-01-02,Payé,1.0
14434,1463,2021-2022,24103,24103,2024-04-02,Payé,1.0
14435,1640,2022-2023,21075,21075,2024-09-01,Payé,1.0
14436,1722,2022-2023,22941,22941,2023-12-05,Payé,1.0
14437,1722,2020-2021,21069,21069,2024-01-07,Payé,1.0
14438,1722,2024-2025,18165,18165,2022-12-01,Payé,1.0
14439,1301,2022-2023,19654,19654,2022-04-12,Payé,1.0
14440,1301,2021-2022,16758,0,2022-07-07,Impayé,0.0
14441,1301,2024-2025,15119,15119,2022-06-08,Payé,1.0
14442,1898,2022-2023,22968,22968,2024-09-18,Payé,1.0
14443,1133,2020-2021,15055,11529,2022-07-05,Partiel,0.765792095649286
14444,1133,2022-2023,17691,17691,2021-11-12,Payé,1.0
14445,1133,2021-2022,17309,17309,2022-02-20,Payé,1.0
14446,2169,2021-2022,19640,14740,2021-10-05,Partiel,0.7505091649694501
14447,1806,2023-2024,20374,0,2021-09-22,Impayé,0.0
14448,1255,2023-2024,20723,20723,2022-12-17,Payé,1.0
14449,1255,2022-2023,20604,20604,2023-09-12,Payé,1.0
14450,1255,2020-2021,18266,18266,2021-11-20,Payé,1.0
14451,2029,2024-2025,16753,16753,2021-09-16,Payé,1.0
14452,2029,2021-2022,15379,15379,2024-08-21,Payé,1.0
14453,1699,2021-2022,23013,23013,2023-05-07,Payé,1.0
14454,1906,2024-2025,17199,17199,2023-10-26,Payé,1.0
14455,1906,2020-2021,23435,23435,2021-09-01,Payé,1.0
14456,1466,2022-2023,23094,23094,2021-12-22,Payé,1.0
14457,1466,2024-2025,17794,17794,2024-11-29,Payé,1.0
14458,1466,2023-2024,16884,16884,2023-02-04,Payé,1.0
14459,1735,2023-2024,17741,0,2022-03-21,Impayé,0.0
14460,1398,2020-2021,20093,20093,2022-09-08,Payé,1.0
14461,1398,2024-2025,16701,16701,2022-04-19,Payé,1.0
14462,1481,2021-2022,22449,22449,2024-11-25,Payé,1.0
14463,1470,2020-2021,15255,15255,2023-01-15,Payé,1.0
14464,1470,2024-2025,16789,12612,2022-07-21,Partiel,0.7512061468818869
14465,1718,2020-2021,20777,13977,2024-09-11,Partiel,0.6727150214179141
14466,1718,2021-2022,18147,13698,2024-07-05,Partiel,0.7548355100016532
14467,1718,2022-2023,23940,12287,2022-09-18,Partiel,0.5132414369256475
14468,1749,2021-2022,15362,15362,2022-06-09,Payé,1.0
14469,1749,2022-2023,15999,15999,2023-03-05,Payé,1.0
14470,1104,2020-2021,15524,10930,2025-01-11,Partiel,0.704071115691832
14471,1104,2023-2024,23229,23229,2024-12-03,Payé,1.0
14472,1104,2024-2025,18395,0,2022-06-18,Impayé,0.0
14473,1424,2020-2021,18286,18286,2024-05-09,Payé,1.0
14474,1775,2022-2023,20402,20402,2023-04-24,Payé,1.0
14475,1775,2021-2022,24322,0,2023-01-19,Impayé,0.0
14476,1775,2024-2025,21359,21359,2022-05-05,Payé,1.0
14477,1595,2024-2025,22064,0,2024-11-13,Impayé,0.0
14478,1595,2022-2023,19683,19683,2025-01-24,Payé,1.0
14479,1595,2023-2024,22882,22882,2022-02-25,Payé,1.0
14480,2080,2023-2024,15216,15216,2022-04-06,Payé,1.0
14481,2080,2021-2022,20946,20946,2022-03-30,Payé,1.0
14482,1631,2022-2023,17764,17764,2022-11-03,Payé,1.0
14483,1020,2020-2021,19459,19459,2021-12-16,Payé,1.0
14484,1020,2023-2024,15784,15784,2023-04-22,Payé,1.0
14485,1020,2022-2023,16097,16097,2021-09-03,Payé,1.0
14486,1209,2024-2025,23151,13024,2023-08-14,Partiel,0.5625674916850244
14487,1209,2021-2022,18804,18804,2022-06-26,Payé,1.0
14488,1077,2020-2021,20471,13362,2024-06-10,Partiel,0.6527282497191148
14489,1077,2024-2025,16905,16905,2023-09-24,Payé,1.0
14490,1077,2022-2023,16451,11118,2024-10-28,Partiel,0.6758251778007416
14491,1453,2024-2025,19556,19556,2023-10-05,Payé,1.0
14492,1929,2021-2022,24987,13147,2023-08-20,Partiel,0.5261535998719334
14493,1929,2020-2021,19120,19120,2024-04-08,Payé,1.0
14494,1929,2022-2023,21189,21189,2022-03-13,Payé,1.0
14495,1567,2023-2024,23935,23935,2022-06-19,Payé,1.0
14496,1567,2020-2021,19639,19639,2025-02-14,Payé,1.0
14497,1550,2022-2023,15969,6526,2024-11-24,Partiel,0.4086667919093243
14498,1550,2020-2021,19505,19505,2023-06-20,Payé,1.0
14499,1835,2021-2022,21486,21486,2022-08-05,Payé,1.0
14500,1957,2024-2025,23058,23058,2024-03-27,Payé,1.0
14501,1957,2023-2024,21676,21676,2021-10-04,Payé,1.0
14502,1662,2024-2025,23666,23666,2024-07-10,Payé,1.0
14503,1662,2023-2024,19726,19726,2024-10-03,Payé,1.0
14504,1111,2020-2021,24419,24419,2022-01-03,Payé,1.0
14505,1111,2021-2022,22116,17279,2022-06-07,Partiel,0.7812895641164768
14506,1779,2021-2022,15451,15451,2021-09-29,Payé,1.0
14507,1779,2022-2023,16415,16415,2022-03-09,Payé,1.0
14508,1779,2024-2025,19286,19286,2023-11-09,Payé,1.0
14509,1134,2022-2023,15607,8236,2024-02-02,Partiel,0.5277119241366054
14510,1134,2024-2025,22485,22485,2022-05-25,Payé,1.0
14511,1134,2023-2024,16660,16660,2024-09-12,Payé,1.0
14512,1639,2024-2025,21229,21229,2021-10-07,Payé,1.0
14513,1639,2020-2021,19075,19075,2023-04-18,Payé,1.0
14514,2051,2024-2025,22065,22065,2024-09-29,Payé,1.0
14515,2051,2021-2022,15650,15650,2024-04-28,Payé,1.0
14516,1408,2022-2023,21637,21637,2024-02-07,Payé,1.0
14517,1634,2024-2025,21772,21772,2024-05-18,Payé,1.0
14518,1634,2023-2024,16456,16456,2022-05-12,Payé,1.0
14519,1127,2023-2024,20634,20634,2022-03-15,Payé,1.0
14520,1515,2021-2022,17706,17706,2023-09-06,Payé,1.0
14521,1515,2024-2025,17253,0,2024-09-19,Impayé,0.0
14522,1031,2021-2022,21115,21115,2022-06-11,Payé,1.0
14523,1031,2020-2021,19175,19175,2024-03-18,Payé,1.0
14524,2037,2024-2025,16179,16179,2022-08-28,Payé,1.0
14525,2037,2021-2022,24096,24096,2021-12-12,Payé,1.0
14526,2037,2020-2021,20034,20034,2022-07-10,Payé,1.0
14527,1394,2022-2023,19001,19001,2023-07-25,Payé,1.0
14528,1996,2024-2025,17582,17582,2021-12-16,Payé,1.0
14529,1996,2020-2021,18407,18407,2023-09-04,Payé,1.0
14530,1996,2023-2024,19371,19371,2025-02-13,Payé,1.0
14531,2052,2020-2021,22469,22469,2023-01-13,Payé,1.0
14532,2052,2023-2024,22763,22763,2023-08-09,Payé,1.0
14533,1178,2022-2023,24885,24885,2023-05-01,Payé,1.0
14534,1387,2022-2023,15175,8328,2023-06-18,Partiel,0.5487973640856673
14535,1387,2021-2022,18653,18653,2025-01-17,Payé,1.0
14536,1387,2024-2025,15869,15869,2024-08-13,Payé,1.0
14537,1421,2020-2021,23347,23347,2024-03-16,Payé,1.0
14538,1728,2024-2025,17939,17939,2023-03-07,Payé,1.0
14539,1728,2022-2023,24093,24093,2022-09-12,Payé,1.0
14540,1728,2023-2024,23397,23397,2022-12-29,Payé,1.0
14541,1354,2024-2025,21356,21356,2023-07-19,Payé,1.0
14542,2003,2024-2025,16553,16553,2025-01-11,Payé,1.0
14543,2003,2023-2024,23258,23258,2023-12-20,Payé,1.0
14544,2003,2021-2022,22414,8997,2023-03-24,Partiel,0.4014009101454448
14545,1756,2022-2023,20676,14813,2023-05-16,Partiel,0.7164345134455408
14546,1756,2024-2025,24724,24724,2024-08-24,Payé,1.0
14547,1756,2020-2021,21523,21523,2023-10-18,Payé,1.0
14548,1574,2022-2023,16972,16972,2024-10-07,Payé,1.0
14549,1574,2020-2021,23319,0,2024-07-03,Impayé,0.0
14550,1574,2021-2022,21703,21703,2022-01-09,Payé,1.0
14551,2157,2022-2023,22198,22198,2024-10-29,Payé,1.0
14552,2064,2022-2023,16023,7080,2024-06-29,Partiel,0.4418648193222243
14553,1798,2022-2023,17446,17446,2022-04-04,Payé,1.0
14554,1798,2023-2024,24616,24616,2024-02-06,Payé,1.0
14555,1798,2020-2021,24784,24784,2023-10-11,Payé,1.0
14556,2079,2022-2023,17228,17228,2024-01-21,Payé,1.0
14557,2079,2023-2024,23678,23678,2021-09-01,Payé,1.0
14558,1059,2022-2023,23205,23205,2022-10-01,Payé,1.0
14559,1732,2022-2023,20810,0,2021-11-23,Impayé,0.0
14560,1838,2022-2023,18964,9826,2024-03-27,Partiel,0.5181396329888209
14561,2047,2022-2023,19033,9788,2022-03-07,Partiel,0.5142646981558346
14562,2047,2024-2025,17646,17646,2023-11-08,Payé,1.0
14563,2047,2023-2024,24757,24757,2024-02-25,Payé,1.0
14564,2124,2022-2023,21190,21190,2022-06-26,Payé,1.0
14565,1341,2024-2025,21794,21794,2025-02-12,Payé,1.0
14566,1341,2021-2022,18831,18831,2022-07-02,Payé,1.0
14567,1341,2022-2023,18685,11021,2024-03-25,Partiel,0.5898314155739899
14568,1057,2020-2021,16226,16226,2024-01-16,Payé,1.0
14569,1057,2023-2024,24203,13205,2023-11-15,Partiel,0.5455935214642813
14570,2137,2023-2024,18099,18099,2023-11-23,Payé,1.0
14571,2137,2024-2025,17126,17126,2023-10-25,Payé,1.0
14572,1968,2022-2023,16146,7206,2021-12-24,Partiel,0.4463024897807507
14573,1968,2023-2024,19224,14023,2024-03-30,Partiel,0.7294527673741157
14574,1499,2023-2024,23854,23854,2022-09-12,Payé,1.0
14575,1499,2021-2022,17807,17807,2024-12-11,Payé,1.0
14576,1499,2022-2023,21426,21426,2022-07-14,Payé,1.0
14577,1923,2022-2023,17834,17834,2024-01-15,Payé,1.0
14578,1865,2021-2022,18447,8749,2024-08-14,Partiel,0.474277660324172
14579,1865,2022-2023,17062,17062,2024-06-14,Payé,1.0
14580,1865,2020-2021,20985,20985,2023-04-06,Payé,1.0
14581,2014,2023-2024,15692,0,2022-11-16,Impayé,0.0
14582,2014,2022-2023,17234,17234,2023-01-20,Payé,1.0
14583,1070,2020-2021,15532,15532,2024-04-20,Payé,1.0
14584,1070,2024-2025,24487,19032,2024-05-06,Partiel,0.7772287336137542
14585,1459,2020-2021,17147,17147,2023-07-18,Payé,1.0
14586,1459,2022-2023,15365,15365,2023-07-05,Payé,1.0
14587,1483,2020-2021,22396,22396,2023-09-13,Payé,1.0
14588,1483,2023-2024,24206,24206,2025-02-03,Payé,1.0
14589,1483,2022-2023,22210,22210,2024-09-11,Payé,1.0
14590,2077,2020-2021,20113,20113,2023-06-01,Payé,1.0
14591,2077,2023-2024,18821,18821,2024-10-10,Payé,1.0
14592,2077,2024-2025,22884,22884,2024-06-08,Payé,1.0
14593,1331,2020-2021,23558,23558,2023-11-11,Payé,1.0
14594,1331,2022-2023,18059,18059,2021-10-23,Payé,1.0
14595,1442,2023-2024,23765,23765,2022-10-21,Payé,1.0
14596,1750,2021-2022,20374,0,2024-01-31,Impayé,0.0
14597,1750,2022-2023,19047,19047,2022-06-22,Payé,1.0
14598,1750,2020-2021,19993,19993,2025-02-25,Payé,1.0
14599,2153,2021-2022,17237,17237,2023-11-03,Payé,1.0
14600,2153,2020-2021,22478,22478,2023-07-22,Payé,1.0
14601,2153,2024-2025,24799,24799,2024-01-06,Payé,1.0
14602,1213,2021-2022,18779,12621,2021-11-30,Partiel,0.6720805154694073
14603,1213,2020-2021,24315,24315,2022-07-23,Payé,1.0
14604,1932,2023-2024,24271,24271,2022-10-05,Payé,1.0
14605,1932,2021-2022,19135,19135,2024-03-02,Payé,1.0
14606,2193,2020-2021,19595,19595,2024-02-03,Payé,1.0
14607,2193,2022-2023,19112,19112,2024-04-19,Payé,1.0
14608,1273,2020-2021,15280,15280,2022-07-18,Payé,1.0
14609,1273,2023-2024,16578,16578,2022-04-14,Payé,1.0
14610,1273,2021-2022,24467,16239,2022-05-19,Partiel,0.6637103036743368
14611,2198,2022-2023,23610,23610,2024-12-06,Payé,1.0
14612,1188,2022-2023,19486,19486,2023-03-01,Payé,1.0
14613,1188,2024-2025,21891,21891,2024-12-31,Payé,1.0
14614,1188,2023-2024,24850,24850,2024-03-21,Payé,1.0
14615,1360,2022-2023,19227,19227,2023-05-10,Payé,1.0
14616,1360,2021-2022,22999,22999,2022-01-28,Payé,1.0
14617,2166,2024-2025,20954,20954,2023-07-29,Payé,1.0
14618,1328,2023-2024,17443,17443,2024-07-30,Payé,1.0
14619,1328,2020-2021,21378,21378,2021-10-05,Payé,1.0
14620,1328,2022-2023,19911,19911,2021-09-26,Payé,1.0
14621,1736,2021-2022,22487,22487,2023-08-20,Payé,1.0
14622,1941,2023-2024,15095,15095,2022-10-01,Payé,1.0
14623,1941,2024-2025,23247,15319,2021-11-22,Partiel,0.6589667483976427
14624,1304,2022-2023,20356,20356,2024-09-17,Payé,1.0
14625,1304,2020-2021,21768,21768,2021-12-27,Payé,1.0
14626,1304,2024-2025,18973,10645,2022-09-10,Partiel,0.5610604543298371
14627,1001,2024-2025,19167,19167,2024-11-15,Payé,1.0
14628,1001,2022-2023,15865,15865,2021-11-27,Payé,1.0
14629,1263,2020-2021,24438,24438,2024-12-18,Payé,1.0
14630,1608,2022-2023,17129,11598,2021-10-28,Partiel,0.6770973203339365
14631,1608,2023-2024,24332,24332,2021-12-22,Payé,1.0
14632,1997,2022-2023,24318,24318,2022-01-31,Payé,1.0
14633,1997,2020-2021,18960,18960,2022-03-20,Payé,1.0
14634,1673,2020-2021,18974,18974,2023-07-04,Payé,1.0
14635,1813,2024-2025,16938,16938,2024-01-07,Payé,1.0
14636,1813,2022-2023,15881,15881,2021-09-27,Payé,1.0
14637,1475,2024-2025,20150,20150,2021-09-13,Payé,1.0
14638,1475,2020-2021,18145,18145,2024-05-07,Payé,1.0
14639,1729,2024-2025,18602,18602,2023-02-01,Payé,1.0
14640,1729,2023-2024,22820,22820,2021-12-19,Payé,1.0
14641,1821,2022-2023,22632,11260,2024-03-30,Partiel,0.4975256274301874
14642,1808,2021-2022,20385,20385,2025-01-08,Payé,1.0
14643,1211,2023-2024,20681,20681,2022-12-15,Payé,1.0
14644,1953,2022-2023,21863,21863,2023-07-22,Payé,1.0
14645,1953,2024-2025,22874,22874,2024-09-13,Payé,1.0
