id_charge,id_etudiant,semaine,heures_cours,heures_devoirs,heures_projets,heures_temps_mort,charge_totale
16305,1627,2023-S13,25.0,7.8,3.8,2.2,38.8
16306,1627,2023-S14,18.0,6.6,1.7,2.3,28.6
16307,1627,2023-S15,17.6,8.8,4.5,4.7,35.6
16308,1627,2023-S16,17.3,5.0,2.5,4.3,29.1
16309,1627,2023-S17,19.1,8.8,3.3,4.5,35.7
16310,1627,2023-S18,10.8,9.7,1.8,3.6,25.9
16311,1627,2023-S19,16.9,6.9,3.4,3.5,30.7
16312,1627,2023-S20,15.7,4.0,1.6,4.7,26.0
16313,1627,2023-S21,20.3,6.8,2.6,4.5,34.2
16314,1627,2023-S22,10.5,6.4,5.5,2.7,25.1
16315,1627,2023-S23,10.8,8.5,1.5,1.2,22.0
16316,1627,2023-S24,22.0,10.0,3.0,1.9,36.9
16317,1627,2023-S25,12.4,3.2,5.8,2.7,24.1
16318,1627,2023-S26,23.3,4.6,5.0,3.8,36.7
16319,1627,2023-S27,13.9,4.7,1.8,3.5,23.9
16320,1627,2023-S28,19.7,3.1,2.4,4.5,29.7
16321,1627,2023-S29,15.2,3.6,4.1,3.5,26.4
16322,1627,2023-S30,16.7,7.2,4.4,1.5,29.8
16323,1627,2023-S31,10.5,4.3,5.9,1.6,22.3
16324,1627,2023-S32,23.4,3.3,5.8,3.4,35.9
16325,1627,2023-S33,22.5,3.4,4.4,3.9,34.2
16326,1627,2023-S34,20.1,5.0,3.1,3.7,31.9
16327,1486,2023-S01,10.1,5.3,1.6,4.7,21.7
16328,1486,2023-S02,16.0,4.7,5.7,2.6,29.0
16329,1486,2023-S03,11.4,4.8,5.6,2.0,23.8
16330,1486,2023-S04,15.5,6.4,5.0,3.2,30.1
16331,1486,2023-S05,10.8,9.7,4.4,1.2,26.1
16332,1486,2023-S06,16.0,2.2,3.1,3.7,25.0
16333,1486,2023-S07,21.4,5.8,5.0,3.6,35.8
16334,1486,2023-S08,12.8,5.5,1.2,4.2,23.7
16335,1486,2023-S09,21.0,8.9,3.7,4.7,38.3
16336,1486,2023-S10,23.6,5.4,2.2,3.4,34.6
16337,1486,2023-S11,23.4,6.0,1.7,4.8,35.9
16338,1486,2023-S12,13.7,6.7,5.8,1.1,27.3
16339,1486,2023-S13,20.2,7.8,3.5,3.1,34.6
16340,1486,2023-S14,12.5,9.0,3.9,4.2,29.6
16341,1486,2023-S15,13.0,2.1,4.3,3.5,22.9
16342,1486,2023-S16,11.7,4.6,3.1,1.2,20.6
16343,1486,2023-S17,14.0,5.9,1.5,1.8,23.2
16344,1486,2023-S18,17.1,7.3,1.1,1.8,27.3
16345,1486,2023-S19,17.6,9.0,3.4,1.2,31.2
16346,1486,2023-S20,12.8,2.4,4.6,4.8,24.6
16347,1486,2023-S21,24.1,4.9,4.3,1.4,34.7
16348,1486,2023-S22,18.2,9.5,3.9,4.6,36.2
16349,1486,2023-S23,10.9,4.6,1.9,3.4,20.8
16350,1486,2023-S24,14.0,3.8,2.8,3.7,24.3
16351,1486,2023-S25,23.2,3.6,2.0,3.4,32.2
16352,1486,2023-S26,20.3,3.7,4.2,1.3,29.5
16353,1486,2023-S27,12.6,4.4,5.0,1.6,23.6
16354,1486,2023-S28,17.7,7.1,2.0,3.8,30.6
16355,1486,2023-S29,13.3,7.0,2.2,1.6,24.1
16356,1486,2023-S30,17.4,5.4,3.9,4.6,31.3
16357,1486,2023-S31,22.3,7.4,3.4,3.6,36.7
16358,1486,2023-S32,14.5,9.2,5.3,1.0,30.0
16359,1486,2023-S33,19.5,6.1,1.6,1.1,28.3
16360,1486,2023-S34,21.1,9.3,4.6,1.1,36.1
16361,1537,2023-S01,20.9,6.5,3.1,2.5,33.0
16362,1537,2023-S02,17.9,4.7,5.9,1.8,30.3
16363,1537,2023-S03,19.6,3.5,2.2,3.7,29.0
16364,1537,2023-S04,16.9,4.4,3.3,4.1,28.7
16365,1537,2023-S05,20.2,6.1,5.7,1.2,33.2
16366,1537,2023-S06,13.0,9.9,5.3,1.8,30.0
16367,1537,2023-S07,13.2,7.6,2.6,2.7,26.1
16368,1537,2023-S08,14.7,3.8,5.8,4.7,29.0
16369,1537,2023-S09,11.5,9.5,5.0,2.6,28.6
16370,1537,2023-S10,22.0,7.8,4.9,3.2,37.9
16371,1537,2023-S11,23.5,4.3,5.3,3.7,36.8
16372,1537,2023-S12,16.8,9.6,3.1,4.5,34.0
16373,1537,2023-S13,15.3,8.8,1.1,2.1,27.3
16374,1537,2023-S14,19.8,8.5,4.9,1.0,34.2
16375,1537,2023-S15,16.6,3.9,5.6,2.6,28.7
16376,1537,2023-S16,19.3,3.0,5.4,1.5,29.2
16377,1537,2023-S17,17.8,2.2,1.9,2.2,24.1
16378,1537,2023-S18,10.2,6.7,3.4,1.3,21.6
16379,1537,2023-S19,23.4,2.0,1.9,1.9,29.2
16380,1537,2023-S20,19.5,7.6,5.9,3.3,36.3
16381,1537,2023-S21,21.9,5.3,3.1,4.4,34.7
16382,1537,2023-S22,18.4,9.4,4.2,2.1,34.1
16383,1537,2023-S23,21.1,6.9,4.4,3.1,35.5
16384,1537,2023-S24,11.4,8.7,1.3,4.5,25.9
16385,1537,2023-S25,10.6,3.3,4.0,4.1,22.0
16386,1537,2023-S26,14.4,3.4,1.8,1.8,21.4
16387,1537,2023-S27,14.4,3.6,1.6,4.1,23.7
16388,1537,2023-S28,23.2,3.8,1.2,1.2,29.4
16389,1537,2023-S29,10.8,7.9,1.8,2.3,22.8
16390,1537,2023-S30,10.0,2.2,1.6,1.8,15.6
16391,1537,2023-S31,10.0,4.7,3.5,3.6,21.8
16392,1537,2023-S32,10.4,2.2,3.3,1.6,17.5
16393,1537,2023-S33,10.3,7.6,2.6,2.6,23.1
16394,1537,2023-S34,13.2,6.1,3.2,2.7,25.2
16395,1575,2023-S01,12.4,8.5,4.9,2.1,27.9
16396,1575,2023-S02,17.9,4.3,2.2,4.4,28.8
16397,1575,2023-S03,10.1,3.8,2.8,2.7,19.4
16398,1575,2023-S04,24.2,5.3,1.1,3.9,34.5
16399,1575,2023-S05,24.8,5.9,4.8,4.7,40.2
16400,1575,2023-S06,19.5,4.6,3.3,2.0,29.4
16401,1575,2023-S07,16.6,5.1,5.9,2.0,29.6
16402,1575,2023-S08,18.2,3.9,3.9,2.1,28.1
16403,1575,2023-S09,23.1,3.8,3.5,4.1,34.5
16404,1575,2023-S10,19.2,4.5,5.0,2.0,30.7
16405,1575,2023-S11,22.5,2.2,2.2,3.1,30.0
16406,1575,2023-S12,17.1,6.5,1.8,3.4,28.8
16407,1575,2023-S13,13.6,8.2,4.6,2.8,29.2
16408,1575,2023-S14,17.7,6.7,5.4,4.0,33.8
16409,1575,2023-S15,18.0,4.3,5.0,3.8,31.1
16410,1575,2023-S16,18.0,8.2,5.4,2.5,34.1
16411,1575,2023-S17,20.1,6.0,1.9,3.2,31.2
16412,1575,2023-S18,15.0,2.6,4.8,1.2,23.6
16413,1575,2023-S19,14.3,2.7,2.3,3.2,22.5
16414,1575,2023-S20,22.7,4.9,1.5,4.6,33.7
16415,1575,2023-S21,15.3,8.9,2.3,4.7,31.2
16416,1575,2023-S22,22.4,3.5,5.2,4.7,35.8
16417,1575,2023-S23,17.8,2.1,4.1,3.9,27.9
16418,1575,2023-S24,20.9,6.4,5.3,3.2,35.8
16419,1575,2023-S25,14.2,8.3,4.3,2.5,29.3
16420,1575,2023-S26,14.0,3.1,5.0,2.6,24.7
16421,1575,2023-S27,18.1,2.4,3.1,1.3,24.9
16422,1575,2023-S28,15.1,5.1,4.4,4.9,29.5
16423,1575,2023-S29,22.9,3.1,4.4,2.7,33.1
16424,1575,2023-S30,12.8,5.4,2.8,1.5,22.5
16425,1575,2023-S31,20.0,7.3,1.6,4.2,33.1
16426,1575,2023-S32,13.4,7.3,5.3,4.9,30.9
16427,1575,2023-S33,12.0,4.2,4.4,2.2,22.8
16428,1575,2023-S34,23.9,7.5,3.3,4.6,39.3
16429,1842,2023-S01,18.7,4.1,5.4,2.1,30.3
16430,1842,2023-S02,11.5,3.8,2.1,1.2,18.6
16431,1842,2023-S03,20.6,4.3,2.5,3.9,31.3
16432,1842,2023-S04,10.0,7.8,3.4,1.0,22.2
16433,1842,2023-S05,21.1,7.5,2.9,1.6,33.1
16434,1842,2023-S06,17.6,9.3,1.3,3.9,32.1
16435,1842,2023-S07,23.7,8.1,1.5,2.7,36.0
16436,1842,2023-S08,14.4,2.4,4.8,4.1,25.7
16437,1842,2023-S09,12.2,4.9,4.8,2.6,24.5
16438,1842,2023-S10,19.3,7.0,3.5,1.1,30.9
16439,1842,2023-S11,21.6,6.3,5.2,1.4,34.5
16440,1842,2023-S12,17.9,6.3,4.0,2.5,30.7
16441,1842,2023-S13,24.1,4.6,1.4,1.3,31.4
16442,1842,2023-S14,14.2,7.7,5.8,3.4,31.1
16443,1842,2023-S15,24.9,2.5,4.8,1.3,33.5
16444,1842,2023-S16,21.8,3.4,4.7,2.9,32.8
16445,1842,2023-S17,12.4,8.2,2.6,1.6,24.8
16446,1842,2023-S18,11.2,5.3,3.2,4.4,24.1
16447,1842,2023-S19,13.2,9.1,3.9,2.9,29.1
16448,1842,2023-S20,16.4,5.6,4.5,3.3,29.8
16449,1842,2023-S21,20.3,6.5,2.1,3.2,32.1
16450,1842,2023-S22,22.4,7.3,2.7,3.4,35.8
16451,1842,2023-S23,16.7,2.9,5.1,1.3,26.0
16452,1842,2023-S24,17.8,9.2,4.5,2.1,33.6
16453,1842,2023-S25,17.8,2.9,4.7,1.1,26.5
16454,1842,2023-S26,16.5,3.7,4.1,4.4,28.7
16455,1842,2023-S27,13.9,5.6,4.5,4.1,28.1
16456,1842,2023-S28,16.6,3.7,5.2,4.0,29.5
16457,1842,2023-S29,11.6,5.3,2.7,3.6,23.2
16458,1842,2023-S30,19.2,5.2,1.2,3.8,29.4
16459,1842,2023-S31,12.0,7.6,4.1,1.7,25.4
16460,1842,2023-S32,20.1,3.2,5.1,1.1,29.5
16461,1842,2023-S33,14.6,10.0,5.9,2.3,32.8
16462,1842,2023-S34,19.3,3.5,5.2,1.4,29.4
16463,1345,2023-S01,13.7,8.2,2.4,3.4,27.7
16464,1345,2023-S02,21.0,7.8,2.2,4.3,35.3
16465,1345,2023-S03,14.3,7.5,2.3,1.3,25.4
16466,1345,2023-S04,15.3,3.2,5.3,2.0,25.8
16467,1345,2023-S05,21.7,7.9,4.4,1.5,35.5
16468,1345,2023-S06,13.3,3.7,5.7,2.4,25.1
16469,1345,2023-S07,10.8,9.4,2.9,3.7,26.8
16470,1345,2023-S08,23.5,6.7,5.9,2.4,38.5
16471,1345,2023-S09,10.9,4.0,4.9,2.4,22.2
16472,1345,2023-S10,14.6,10.0,4.9,3.6,33.1
16473,1345,2023-S11,12.1,9.9,1.9,3.3,27.2
16474,1345,2023-S12,12.3,4.0,5.2,4.9,26.4
16475,1345,2023-S13,24.7,5.5,3.1,2.8,36.1
16476,1345,2023-S14,19.7,7.2,2.4,4.3,33.6
16477,1345,2023-S15,15.9,3.1,3.0,3.5,25.5
16478,1345,2023-S16,17.4,8.7,1.2,4.1,31.4
16479,1345,2023-S17,12.0,3.4,2.1,1.3,18.8
16480,1345,2023-S18,16.9,7.2,3.9,3.9,31.9
16481,1345,2023-S19,21.6,8.1,4.7,4.8,39.2
16482,1345,2023-S20,11.6,2.5,2.8,2.2,19.1
16483,1345,2023-S21,22.9,5.1,4.1,1.4,33.5
16484,1345,2023-S22,21.3,8.8,3.4,4.4,37.9
16485,1345,2023-S23,18.4,6.3,5.5,1.6,31.8
16486,1345,2023-S24,21.6,7.1,3.9,1.8,34.4
16487,1345,2023-S25,11.4,3.4,1.5,4.2,20.5
16488,1345,2023-S26,22.2,6.9,3.4,2.9,35.4
16489,1345,2023-S27,17.8,5.3,1.9,4.6,29.6
16490,1345,2023-S28,24.6,7.6,1.5,2.6,36.3
16491,1345,2023-S29,16.3,6.3,3.0,5.0,30.6
16492,1345,2023-S30,15.8,7.3,4.2,2.1,29.4
16493,1345,2023-S31,14.9,6.6,1.0,4.0,26.5
16494,1345,2023-S32,24.0,3.3,2.8,2.5,32.6
16495,1345,2023-S33,22.3,7.1,4.6,4.3,38.3
16496,1345,2023-S34,19.1,6.5,5.0,3.1,33.7
16497,1819,2023-S01,24.4,5.8,1.4,4.1,35.7
16498,1819,2023-S02,22.2,3.6,4.5,1.9,32.2
16499,1819,2023-S03,21.6,3.5,1.6,2.0,28.7
16500,1819,2023-S04,11.8,7.6,4.4,3.0,26.8
16501,1819,2023-S05,10.8,7.8,2.4,2.2,23.2
16502,1819,2023-S06,23.3,6.2,5.6,4.6,39.7
16503,1819,2023-S07,18.6,7.2,5.2,2.1,33.1
16504,1819,2023-S08,18.7,6.9,1.4,2.0,29.0
16505,1819,2023-S09,21.0,3.8,3.4,3.4,31.6
16506,1819,2023-S10,16.1,9.8,2.7,1.0,29.6
16507,1819,2023-S11,19.2,5.2,1.3,2.7,28.4
16508,1819,2023-S12,14.2,2.0,2.0,1.1,19.3
16509,1819,2023-S13,21.3,5.8,3.1,3.9,34.1
16510,1819,2023-S14,11.3,9.7,2.9,4.0,27.9
16511,1819,2023-S15,15.9,2.3,2.4,3.2,23.8
16512,1819,2023-S16,13.2,9.9,2.4,4.3,29.8
16513,1819,2023-S17,17.6,7.3,1.5,2.2,28.6
16514,1819,2023-S18,14.5,9.7,2.2,4.0,30.4
16515,1819,2023-S19,24.0,8.7,2.6,3.6,38.9
16516,1819,2023-S20,20.8,8.2,2.8,1.6,33.4
16517,1819,2023-S21,13.4,3.6,3.7,1.2,21.9
16518,1819,2023-S22,22.7,8.1,3.5,3.5,37.8
16519,1819,2023-S23,17.7,2.4,5.3,1.8,27.2
16520,1819,2023-S24,20.4,9.3,1.1,1.9,32.7
16521,1819,2023-S25,10.0,9.5,4.2,4.3,28.0
16522,1819,2023-S26,15.3,5.7,3.0,2.0,26.0
16523,1819,2023-S27,20.1,6.1,3.5,1.5,31.2
16524,1819,2023-S28,19.9,6.8,3.4,4.1,34.2
16525,1819,2023-S29,24.9,3.8,1.7,1.4,31.8
16526,1819,2023-S30,19.0,2.4,4.1,1.5,27.0
16527,1819,2023-S31,19.0,6.2,1.7,3.7,30.6
16528,1819,2023-S32,18.3,9.0,3.9,4.6,35.8
16529,1819,2023-S33,24.7,8.7,2.4,3.5,39.3
16530,1819,2023-S34,19.2,8.7,2.1,2.5,32.5
16531,1817,2023-S01,24.6,9.2,4.0,3.5,41.3
16532,1817,2023-S02,16.3,2.9,4.1,1.1,24.4
16533,1817,2023-S03,23.4,6.2,1.8,4.1,35.5
16534,1817,2023-S04,12.2,8.8,3.8,3.8,28.6
16535,1817,2023-S05,12.7,5.0,3.3,2.3,23.3
16536,1817,2023-S06,17.5,3.1,4.5,2.3,27.4
16537,1817,2023-S07,12.0,7.1,1.1,1.3,21.5
16538,1817,2023-S08,18.2,9.3,5.2,2.8,35.5
16539,1817,2023-S09,10.7,6.9,2.8,4.1,24.5
16540,1817,2023-S10,21.9,6.0,3.4,3.9,35.2
16541,1817,2023-S11,23.3,6.4,4.9,2.9,37.5
16542,1817,2023-S12,12.8,2.1,4.1,4.3,23.3
16543,1817,2023-S13,17.5,6.8,1.7,4.7,30.7
16544,1817,2023-S14,15.9,5.4,1.7,2.3,25.3
16545,1817,2023-S15,17.6,6.3,2.9,2.8,29.6
16546,1817,2023-S16,17.5,8.2,4.8,4.9,35.4
16547,1817,2023-S17,16.0,8.8,4.2,2.7,31.7
16548,1817,2023-S18,11.0,7.6,4.7,4.7,28.0
16549,1817,2023-S19,10.1,3.7,1.4,3.9,19.1
16550,1817,2023-S20,14.5,2.4,2.0,3.2,22.1
16551,1817,2023-S21,10.0,4.8,2.0,2.4,19.2
16552,1817,2023-S22,23.8,2.1,2.8,3.1,31.8
16553,1817,2023-S23,15.6,3.5,4.4,2.3,25.8
16554,1817,2023-S24,23.4,4.3,1.9,2.3,31.9
16555,1817,2023-S25,11.0,9.3,5.6,5.0,30.9
16556,1817,2023-S26,16.6,6.2,2.1,4.8,29.7
16557,1817,2023-S27,22.0,5.1,1.5,3.1,31.7
16558,1817,2023-S28,24.6,3.5,2.8,3.7,34.6
16559,1817,2023-S29,17.7,2.9,4.5,3.4,28.5
16560,1817,2023-S30,20.4,8.0,4.2,2.5,35.1
16561,1817,2023-S31,13.9,7.8,4.8,3.4,29.9
16562,1817,2023-S32,21.4,5.4,2.3,3.9,33.0
16563,1817,2023-S33,14.9,9.5,1.1,4.0,29.5
16564,1817,2023-S34,20.2,7.7,1.3,4.7,33.9
16565,1358,2023-S01,23.8,8.4,4.6,3.2,40.0
16566,1358,2023-S02,17.6,7.7,3.5,2.2,31.0
16567,1358,2023-S03,20.7,4.2,5.9,4.6,35.4
16568,1358,2023-S04,15.4,7.7,5.1,2.2,30.4
16569,1358,2023-S05,12.7,6.7,4.2,1.6,25.2
16570,1358,2023-S06,12.3,5.2,3.9,1.6,23.0
16571,1358,2023-S07,21.5,3.8,4.7,4.6,34.6
16572,1358,2023-S08,19.4,3.3,5.9,2.7,31.3
16573,1358,2023-S09,18.1,6.4,2.7,1.4,28.6
16574,1358,2023-S10,10.6,7.6,2.1,3.4,23.7
16575,1358,2023-S11,11.1,3.5,5.1,2.4,22.1
16576,1358,2023-S12,23.5,2.2,4.8,2.1,32.6
16577,1358,2023-S13,22.8,8.4,3.5,1.6,36.3
16578,1358,2023-S14,21.3,8.4,1.1,4.5,35.3
16579,1358,2023-S15,19.2,6.0,3.8,4.5,33.5
16580,1358,2023-S16,22.4,9.2,2.0,4.4,38.0
16581,1358,2023-S17,19.1,4.1,4.2,2.6,30.0
16582,1358,2023-S18,18.2,4.8,1.7,3.7,28.4
16583,1358,2023-S19,12.4,8.7,5.0,3.3,29.4
16584,1358,2023-S20,11.6,8.1,5.8,4.3,29.8
16585,1358,2023-S21,22.6,4.5,4.9,4.3,36.3
16586,1358,2023-S22,24.2,8.4,3.0,4.4,40.0
16587,1358,2023-S23,17.0,3.3,1.1,1.2,22.6
16588,1358,2023-S24,16.5,5.9,3.8,4.1,30.3
16589,1358,2023-S25,19.0,3.6,2.0,1.9,26.5
16590,1358,2023-S26,22.3,2.8,5.5,1.7,32.3
16591,1358,2023-S27,23.8,9.8,3.3,3.9,40.8
16592,1358,2023-S28,21.9,2.7,3.7,2.1,30.4
16593,1358,2023-S29,17.4,6.6,1.1,1.6,26.7
16594,1358,2023-S30,11.5,8.8,2.4,3.3,26.0
16595,1358,2023-S31,10.9,9.7,2.7,2.3,25.6
16596,1358,2023-S32,17.7,6.1,2.6,2.9,29.3
16597,1358,2023-S33,24.6,9.9,1.1,1.6,37.2
16598,1358,2023-S34,22.2,9.7,3.3,4.3,39.5
16599,1849,2023-S01,24.0,4.8,1.2,4.1,34.1
16600,1849,2023-S02,19.6,3.6,4.4,4.1,31.7
16601,1849,2023-S03,10.0,9.8,3.1,4.9,27.8
16602,1849,2023-S04,22.6,7.5,3.7,2.4,36.2
16603,1849,2023-S05,10.9,7.7,5.7,3.5,27.8
16604,1849,2023-S06,20.8,3.6,1.3,3.1,28.8
16605,1849,2023-S07,15.3,9.4,1.4,1.5,27.6
16606,1849,2023-S08,23.3,10.0,4.7,4.3,42.3
16607,1849,2023-S09,14.3,4.6,3.7,1.4,24.0
16608,1849,2023-S10,22.1,7.3,1.9,4.2,35.5
16609,1849,2023-S11,23.1,2.2,5.0,4.7,35.0
16610,1849,2023-S12,11.0,3.4,2.6,1.1,18.1
16611,1849,2023-S13,19.0,2.6,3.4,4.7,29.7
16612,1849,2023-S14,20.7,6.5,1.1,4.9,33.2
16613,1849,2023-S15,17.0,7.6,1.1,5.0,30.7
16614,1849,2023-S16,12.8,4.6,5.2,1.2,23.8
16615,1849,2023-S17,24.1,8.5,2.7,1.3,36.6
16616,1849,2023-S18,20.3,8.4,4.2,1.1,34.0
16617,1849,2023-S19,19.0,3.4,5.2,4.1,31.7
16618,1849,2023-S20,13.3,9.0,4.5,3.6,30.4
16619,1849,2023-S21,17.3,5.7,4.6,3.5,31.1
16620,1849,2023-S22,16.3,2.4,2.8,3.5,25.0
16621,1849,2023-S23,23.4,3.0,2.0,4.4,32.8
16622,1849,2023-S24,21.9,8.9,2.2,1.3,34.3
16623,1849,2023-S25,11.4,7.9,2.6,3.0,24.9
16624,1849,2023-S26,12.4,9.3,1.4,3.8,26.9
16625,1849,2023-S27,18.0,8.3,1.5,4.8,32.6
16626,1849,2023-S28,20.3,7.5,2.3,1.3,31.4
16627,1849,2023-S29,19.1,5.3,2.1,1.1,27.6
16628,1849,2023-S30,13.9,8.6,4.3,3.4,30.2
16629,1849,2023-S31,17.8,3.8,2.6,1.2,25.4
16630,1849,2023-S32,23.1,9.8,4.1,3.5,40.5
16631,1849,2023-S33,13.6,4.0,4.0,4.5,26.1
16632,1849,2023-S34,22.9,2.8,4.7,2.4,32.8
16633,1444,2023-S01,14.7,4.2,3.7,2.6,25.2
16634,1444,2023-S02,10.8,7.4,5.0,3.9,27.1
16635,1444,2023-S03,17.4,4.7,5.7,4.3,32.1
16636,1444,2023-S04,10.9,3.3,1.3,4.4,19.9
16637,1444,2023-S05,18.9,3.5,6.0,3.8,32.2
16638,1444,2023-S06,21.8,2.2,1.3,2.7,28.0
16639,1444,2023-S07,18.2,8.4,1.1,1.9,29.6
16640,1444,2023-S08,22.1,6.1,2.7,1.6,32.5
16641,1444,2023-S09,11.7,4.0,3.3,2.3,21.3
16642,1444,2023-S10,22.3,9.4,5.3,4.4,41.4
16643,1444,2023-S11,23.6,3.2,2.9,4.9,34.6
16644,1444,2023-S12,13.1,3.2,1.6,2.7,20.6
16645,1444,2023-S13,10.1,4.6,4.8,3.7,23.2
16646,1444,2023-S14,15.6,8.8,1.3,1.2,26.9
16647,1444,2023-S15,18.5,7.0,4.1,4.3,33.9
16648,1444,2023-S16,19.1,3.4,4.9,5.0,32.4
16649,1444,2023-S17,14.4,6.9,4.8,1.1,27.2
16650,1444,2023-S18,10.3,4.3,2.9,1.3,18.8
16651,1444,2023-S19,15.4,3.1,5.5,1.6,25.6
16652,1444,2023-S20,22.8,5.2,5.6,3.3,36.9
16653,1444,2023-S21,15.4,5.9,5.1,4.1,30.5
16654,1444,2023-S22,14.6,7.3,4.6,2.0,28.5
16655,1444,2023-S23,14.0,6.6,3.2,2.2,26.0
16656,1444,2023-S24,23.0,6.2,5.2,3.4,37.8
16657,1444,2023-S25,14.5,7.2,3.5,2.5,27.7
16658,1444,2023-S26,16.4,2.6,5.4,1.4,25.8
16659,1444,2023-S27,17.9,8.8,5.4,4.4,36.5
16660,1444,2023-S28,16.6,6.9,4.8,3.4,31.7
16661,1444,2023-S29,10.2,5.3,3.8,1.6,20.9
16662,1444,2023-S30,10.5,3.5,2.9,2.7,19.6
16663,1444,2023-S31,17.0,8.9,2.6,1.5,30.0
16664,1444,2023-S32,23.2,3.6,4.1,4.7,35.6
16665,1444,2023-S33,19.4,7.9,2.5,4.1,33.9
16666,1444,2023-S34,23.5,2.2,3.2,2.3,31.2
16667,1705,2023-S01,16.8,10.0,3.6,1.4,31.8
16668,1705,2023-S02,14.7,5.0,2.2,3.1,25.0
16669,1705,2023-S03,17.0,9.6,5.7,3.7,36.0
16670,1705,2023-S04,20.0,8.9,1.7,4.7,35.3
16671,1705,2023-S05,17.5,6.0,2.5,1.6,27.6
16672,1705,2023-S06,12.4,8.2,5.9,4.1,30.6
16673,1705,2023-S07,21.1,8.4,1.1,1.4,32.0
16674,1705,2023-S08,14.8,9.5,1.9,1.5,27.7
16675,1705,2023-S09,19.3,8.1,1.7,4.6,33.7
16676,1705,2023-S10,14.0,2.8,3.9,3.9,24.6
16677,1705,2023-S11,14.9,6.1,2.0,4.5,27.5
16678,1705,2023-S12,11.1,6.1,3.1,1.0,21.3
16679,1705,2023-S13,10.4,7.7,1.6,2.1,21.8
16680,1705,2023-S14,10.8,3.7,5.6,4.9,25.0
16681,1705,2023-S15,13.7,3.6,2.9,1.1,21.3
16682,1705,2023-S16,22.0,7.6,1.7,4.0,35.3
16683,1705,2023-S17,20.2,3.6,1.4,4.4,29.6
16684,1705,2023-S18,21.4,5.3,5.3,2.7,34.7
16685,1705,2023-S19,12.6,3.9,5.2,2.4,24.1
16686,1705,2023-S20,12.0,3.9,1.1,1.4,18.4
16687,1705,2023-S21,15.6,2.6,1.3,1.1,20.6
16688,1705,2023-S22,21.9,3.7,3.2,3.3,32.1
16689,1705,2023-S23,21.4,3.3,2.1,4.7,31.5
16690,1705,2023-S24,10.1,4.8,4.8,2.4,22.1
16691,1705,2023-S25,11.1,8.7,4.3,3.5,27.6
16692,1705,2023-S26,13.4,9.5,1.9,4.3,29.1
16693,1705,2023-S27,11.1,8.5,5.5,1.7,26.8
16694,1705,2023-S28,23.1,2.1,5.8,4.2,35.2
16695,1705,2023-S29,18.5,2.7,3.3,1.1,25.6
16696,1705,2023-S30,18.6,7.5,1.9,2.9,30.9
16697,1705,2023-S31,19.7,8.3,3.3,2.3,33.6
16698,1705,2023-S32,17.4,4.6,4.2,2.8,29.0
16699,1705,2023-S33,16.0,3.0,1.4,2.8,23.2
16700,1705,2023-S34,20.7,7.9,6.0,2.0,36.6
16701,1197,2023-S01,11.6,8.7,2.8,2.1,25.2
16702,1197,2023-S02,24.2,8.8,5.4,4.6,43.0
16703,1197,2023-S03,15.0,9.7,4.0,1.7,30.4
16704,1197,2023-S04,24.1,2.6,1.7,3.2,31.6
16705,1197,2023-S05,24.2,6.0,1.1,1.4,32.7
16706,1197,2023-S06,12.7,7.5,2.8,2.1,25.1
16707,1197,2023-S07,14.1,5.6,1.9,1.7,23.3
16708,1197,2023-S08,14.0,8.4,1.5,3.9,27.8
16709,1197,2023-S09,14.6,7.0,3.9,1.8,27.3
16710,1197,2023-S10,10.6,5.5,4.6,1.6,22.3
16711,1197,2023-S11,14.7,9.8,2.3,2.7,29.5
16712,1197,2023-S12,14.8,8.4,1.3,1.7,26.2
16713,1197,2023-S13,10.8,6.2,1.9,2.3,21.2
16714,1197,2023-S14,12.3,6.7,3.3,3.3,25.6
16715,1197,2023-S15,12.0,8.2,2.0,1.1,23.3
16716,1197,2023-S16,19.8,9.4,4.0,1.5,34.7
16717,1197,2023-S17,13.3,7.5,5.3,4.7,30.8
16718,1197,2023-S18,11.2,8.5,5.2,1.6,26.5
16719,1197,2023-S19,20.8,9.9,1.5,3.2,35.4
16720,1197,2023-S20,21.7,4.8,1.4,4.6,32.5
16721,1197,2023-S21,18.1,9.0,4.5,4.7,36.3
16722,1197,2023-S22,12.4,3.0,2.6,1.9,19.9
16723,1197,2023-S23,11.3,7.6,2.1,3.5,24.5
16724,1197,2023-S24,15.3,2.2,2.5,4.6,24.6
16725,1197,2023-S25,19.3,8.8,4.6,4.4,37.1
16726,1197,2023-S26,11.4,8.6,2.8,1.9,24.7
16727,1197,2023-S27,16.0,7.1,3.2,3.6,29.9
16728,1197,2023-S28,17.8,9.6,1.5,2.9,31.8
16729,1197,2023-S29,11.7,7.8,5.4,2.3,27.2
16730,1197,2023-S30,18.9,5.5,1.8,4.7,30.9
16731,1197,2023-S31,13.8,8.9,3.0,2.3,28.0
16732,1197,2023-S32,18.9,5.2,3.4,4.7,32.2
16733,1197,2023-S33,21.5,7.5,5.1,2.6,36.7
16734,1197,2023-S34,19.0,5.6,4.6,1.6,30.8
16735,2070,2023-S01,19.2,8.6,1.3,3.5,32.6
16736,2070,2023-S02,11.8,3.0,1.7,1.3,17.8
16737,2070,2023-S03,23.5,9.6,3.4,2.2,38.7
16738,2070,2023-S04,14.3,9.2,3.7,3.6,30.8
16739,2070,2023-S05,22.0,3.8,2.5,1.2,29.5
